language,script,country,hyperlink
Mazahua,,Mexico,https://mylanguage.net.au/watch_online/maz00/JESUS/1_8241-jf6112-0-0
"Mazateco, Huautla De Jimenez",,Mexico,https://mylanguage.net.au/watch_online/mau00/JESUS/1_8245-jf6112-0-0
Mbala,,DRCongo,https://mylanguage.net.au/watch_online/mdp00/JESUS/1_19953-jf6112-0-0
"Mbembe, Cross River",,Nigeria,https://mylanguage.net.au/watch_online/mfn00/JESUS/1_9473-jf6112-0-0
"Mbembe, Tigon",,Cameroon,https://www.jesusfilm.org/watch/jesus.html/sermon-on-the-mount/mbembe-tigon.html
Mbosi,,Congo,https://mylanguage.net.au/watch_online/mdw00/JESUS/1_4336-jf6112-0-0
Mbukushu,,Namibia,https://mylanguage.net.au/watch_online/mhw00/JESUS/1_570-jf6112-0-0
Medlpa,,Papua New Guinea,https://mylanguage.net.au/watch_online/med00/JESUS/1_11668-jf6112-0-0
Medumba,,Cameroon,https://mylanguage.net.au/watch_online/byv00/JESUS/1_2871-jf6112-0-0
Melayu,,Brunei,https://mylanguage.net.au/watch_online/mli00/JESUS/1_14386-jf6112-0-0
Melayu,,Indonesia,https://mylanguage.net.au/watch_online/mli00/JESUS/1_14386-jf6112-0-0
Melpa,,Papua New Guinea,https://mylanguage.net.au/watch_online/med00/JESUS/1_11668-jf6112-0-0
Mende,,Sierra Leone,https://mylanguage.net.au/watch_online/mfy00/JESUS/1_7577-jf6112-0-0
Me'phaa,,Mexico,https://mylanguage.net.au/watch_online/tcf00/JESUS/
Mewari,,India,https://mylanguage.net.au/watch_online/mtr00/JESUS/1_20814-jf6112-0-0
Mexican Sign Language,,Mexico,https://mylanguage.net.au/watch_online/Mex99/JESUS/
Minangkabau,,Indonesia,https://mylanguage.net.au/watch_online/mpu00/JESUS/1_17695-jf6112-0-0
Mingrelian,,Georgia,https://mylanguage.net.au/watch_online/Min99/JESUS/1_5076-jf6112-0-0
Minianka,,Mali,https://mylanguage.net.au/watch_online/myk00/JESUS/1_20917-jf6112-0-0
Miskito,,Nicaragua,https://mylanguage.net.au/watch_online/miq00/JESUS/1_5527-jf6112-0-0
"Mixe, Coatlan",,Mexico,https://mylanguage.net.au/watch_online/mco00/JESUS/1_8235-jf6112-0-0
"Mixtec, Ayutla",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_26162-jf6112-0-0
Mixteco Cuquila Ocotepec,,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_23992-jf6112-0-0
"Mixteco, Alacatlatzala",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8299-jf6112-0-0
"Mixteco, Central Juxtlahuaca",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8038-jf6112-0-0
"Mixteco, Diuxi-Tilantongo",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8294-jf6112-0-0
"Mixteco, Eastern",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8303-jf6112-0-0
"Mixteco, Metlatonoc",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8193-jf6112-0-0
"Mixteco, Monte Verde",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_23992-jf6112-0-0
"Mixteco, Northwest Oaxaca",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8202-jf6112-0-0
"Mixteco, Santa Maria Apasco",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8296-jf6112-0-0
"Mixteco, Silacayoapan",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8287-jf6112-0-0
"Mixteco, Southern Puebla",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_8293-jf6112-0-0
"Mixteco, Terroro Venado",,Mexico,https://mylanguage.net.au/watch_online/mim00/JESUS/1_24007-jf6112-0-0
Miya,,Nigeria,https://mylanguage.net.au/watch_online/Miy99/JESUS/1_9461-jf6112-0-0
"Mizo, Lushai",,India,https://mylanguage.net.au/watch_online/Miz99/JESUS/1_23578-jf6112-0-0
"Mnong, Central",,Vietnam,https://mylanguage.net.au/watch_online/mnc00/JESUS/1_2159-jf6112-0-0
Moba,,Togo,https://mylanguage.net.au/watch_online/mfq00/JESUS/1_2029-jf6112-0-0
Mochi,,Tanzania,https://mylanguage.net.au/watch_online/old00/JESUS/1_24139-jf6112-0-0
Moksha,,Russia,https://mylanguage.net.au/watch_online/mdf00/JESUS/1_18487-jf6112-0-0
Molbog,,Philippines,https://mylanguage.net.au/watch_online/pwm00/JESUS/1_12603-jf6112-0-0
Mon,,Myanmar,https://mylanguage.net.au/watch_online/mnw00/JESUS/1_20010-jf6112-0-0
"Mongolian, Halh",,Mongolia,https://mylanguage.net.au/watch_online/khk00/JESUS/
Mongo-Nkundu,,DRCongo,https://mylanguage.net.au/watch_online/mom00/JESUS/1_15300-jf6112-0-0
Moore,,Burkina Faso,https://mylanguage.net.au/watch_online/mhm00/JESUS/1_2028-jf6112-0-0
Moro,,Sudan,https://mylanguage.net.au/watch_online/mor00/JESUS/1_13889-jf6112-0-0
Moru,,South Sudan,https://mylanguage.net.au/watch_online/mgd00/JESUS/1_13901-jf6112-0-0
Mpyemo,,Central African Republic,https://mylanguage.net.au/watch_online/Mpy99/JESUS/
Mro,,Myanmar,https://mylanguage.net.au/watch_online/Mro99/JESUS/1_53346-jf6112-0-0
Mundang,,Chad,https://mylanguage.net.au/watch_online/mua00/JESUS/1_2453-jf6112-0-0
Mundani,,Cameroon,https://mylanguage.net.au/watch_online/mun00/JESUS/1_2440-jf6112-0-0
Mundari,,India,https://mylanguage.net.au/watch_online/muw00/JESUS/1_1250-jf6112-0-0
Munduruku,,Brazil,https://mylanguage.net.au/watch_online/myu00/JESUS/1_1821-jf6112-0-0
Munukutuba,,Congo,https://mylanguage.net.au/watch_online/mkw00/JESUS/1_4334-jf6112-0-0
Muong,,Vietnam,https://mylanguage.net.au/watch_online/mtq00/JESUS/1_19191-jf6112-0-0
Murle,,South Sudan,https://mylanguage.net.au/watch_online/mur00/JESUS/1_4764-jf6112-0-0
Musgu,,Cameroon,https://mylanguage.net.au/watch_online/mug00/JESUS/1_2449-jf6112-0-0
Muyang,,Cameroon,https://mylanguage.net.au/watch_online/Muy99/JESUS/1_2430-jf6112-0-0
Mwaghavul,,Nigeria,https://mylanguage.net.au/watch_online/sur00/JESUS/1_10021-jf6112-0-0
Mwani,,Mozambique,https://mylanguage.net.au/watch_online/wmw00/JESUS/1_8486-jf6112-0-0
Naasioi,,Papua New Guinea,https://mylanguage.net.au/watch_online/nas00/JESUS/1_20061-jf6112-0-0
"Naga, Tangkhul",,India,https://mylanguage.net.au/watch_online/nmf00/JESUS/1_6044-jf6112-0-0
Nagamese,,India,https://mylanguage.net.au/watch_online/nag00/JESUS/1_20842-jf6112-0-0
Nago,,Benin,https://mylanguage.net.au/watch_online/Nag99/JESUS/1_1327-jf6112-0-0
Nago,,Togo,https://mylanguage.net.au/watch_online/Nag99/JESUS/1_1327-jf6112-0-0
"Nahuatl, Huasteca, Eastern",,Mexico,https://mylanguage.net.au/watch_online/nai00/JESUS/1_8188-jf6112-0-0
"Nahuatl, Huasteca, Western",,Mexico,https://mylanguage.net.au/watch_online/nai00/JESUS/1_8170-jf6112-0-0
"Nahuatl, Sierra De Puebla",,Mexico,https://mylanguage.net.au/watch_online/nai00/JESUS/1_8336-jf6112-0-0
"Nahuatl, Southeast Puebla",,Mexico,https://mylanguage.net.au/watch_online/nai00/JESUS/1_8173-jf6112-0-0
Nalca,,Indonesia,https://mylanguage.net.au/watch_online/Nal99/JESUS/1_16214-jf6112-0-0
"Nambikuara, Southern",,Brazil,https://mylanguage.net.au/watch_online/mbg00/JESUS/1_1615-jf6112-0-0
Namwanga,,Zambia,https://mylanguage.net.au/watch_online/Nam99/JESUS/1_53095-jf6112-0-0
Nangjere,,Chad,https://mylanguage.net.au/watch_online/Nan99/JESUS/1_37552-jf6112-0-0
Napu,,Indonesia,https://mylanguage.net.au/watch_online/Nap99/JESUS/1_101301-jf6112-0-0
"Nasu, Eastern",,China,https://mylanguage.net.au/watch_online/yic*1/JESUS/1_22847-jf6112-0-0
Nauruan,,Nauru,https://mylanguage.net.au/watch_online/nru00/JESUS/1_8818-jf6112-0-0
Navaho,,United States,https://mylanguage.net.au/watch_online/nav00/JESUS/1_19097-jf6112-0-0
Nawdm,,Togo,https://mylanguage.net.au/watch_online/nmz00/JESUS/1_5220-jf6112-0-0
Ndau,,Mozambique,https://mylanguage.net.au/watch_online/ndc00/JESUS/1_8441-jf6112-0-0
"Ndebele, Northern",,Zimbabwe,https://mylanguage.net.au/watch_online/ndf00/JESUS/1_20851-jf6112-0-0
"Ndebele, Southern",,South Africa,https://mylanguage.net.au/watch_online/ndf00/JESUS/1_20852-jf6112-0-0
Ndruna,,DRCongo,https://mylanguage.net.au/watch_online/Ndr99/JESUS/1_24295-jf6112-0-0
Nembe,,Nigeria,https://mylanguage.net.au/watch_online/ijo01/JESUS/1_9731-jf6112-0-0
Nepali,,Nepal,https://mylanguage.net.au/watch_online/nep00/JESUS/1_1370-jf6112-0-0
New Zealand Sign Language,,New Zealand,https://mylanguage.net.au/watch_online/New99/JESUS/
Newari,,Nepal,https://mylanguage.net.au/watch_online/new00/JESUS/1_6093-jf6112-0-0
Ngakarimojong,,Uganda,https://mylanguage.net.au/watch_online/kdj00/JESUS/1_20736-jf6112-0-0
Ngambay,,Chad,https://mylanguage.net.au/watch_online/sba00/JESUS/1_2303-jf6112-0-0
Ngas,,Nigeria,https://mylanguage.net.au/watch_online/anc00/JESUS/1_22193-jf6112-0-0
Ngbaka,,DRCongo,https://mylanguage.net.au/watch_online/nga00/JESUS/1_4327-jf6112-0-0
Ngbandi,,DRCongo,https://mylanguage.net.au/watch_online/ngb00/JESUS/1_15269-jf6112-0-0
Ngbugu,,Central African Republic,https://mylanguage.net.au/watch_online/Ngb99/JESUS/1_53433-jf6112-0-0
Ngiemboon,,Cameroon,https://mylanguage.net.au/watch_online/nnh00/JESUS/1_2348-jf6112-0-0
Ngindo,,Tanzania,https://mylanguage.net.au/watch_online/Ngi99/JESUS/1_14108-jf6112-0-0
Ngomba,,Cameroon,https://mylanguage.net.au/watch_online/Ngo99/JESUS/1_2344-jf6112-0-0
Ngombale,,Cameroon,https://mylanguage.net.au/watch_online/Ngo98/JESUS/1_2357-jf6112-0-0
Ngombe,,DRCongo,https://mylanguage.net.au/watch_online/ngc00/JESUS/1_20077-jf6112-0-0
Nias,,Indonesia,https://mylanguage.net.au/watch_online/nip00/JESUS/1_20089-jf6112-0-0
Nigerian Pidgin English,,Nigeria,https://mylanguage.net.au/watch_online/pcm00/JESUS/1_22176-jf6112-0-0
Ninzo,,Nigeria,https://mylanguage.net.au/watch_online/Nin99/JESUS/1_27269-jf6112-0-0
Nisu,,China,https://mylanguage.net.au/watch_online/yym/JESUS/1_24433-jf6112-0-0
Njebi,,Gabon,https://mylanguage.net.au/watch_online/nzb00/JESUS/1_4312-jf6112-0-0
Noone,,Cameroon,https://mylanguage.net.au/watch_online/nhu00/JESUS/1_2364-jf6112-0-0
"Norwegian, Bokmal",,Norway,https://mylanguage.net.au/watch_online/Nor99/JESUS/
Ntcham,,Togo,https://mylanguage.net.au/watch_online/bud00/JESUS/1_5171-jf6112-0-0
Nuer,,South Sudan,https://mylanguage.net.au/watch_online/nus00/JESUS/1_4752-jf6112-0-0
Numanggang,,Papua New Guinea,https://mylanguage.net.au/watch_online/Num99/JESUS/1_11479-jf6112-0-0
Nung,,Vietnam,https://mylanguage.net.au/watch_online/nut00/JESUS/1_7481-jf6112-0-0
Nupe,,Nigeria,https://mylanguage.net.au/watch_online/nup00/JESUS/1_9384-jf6112-0-0
Nyakyusa-Ngonde,,Malawi,https://mylanguage.net.au/watch_online/Nya99/JESUS/1_53399-jf6112-0-0
Nyamwezi,,Tanzania,https://mylanguage.net.au/watch_online/nyz00/JESUS/1_14089-jf6112-0-0
Nyiramba,,Tanzania,https://mylanguage.net.au/watch_online/nim00/JESUS/1_24140-jf6112-0-0
Nyishi,,India,https://mylanguage.net.au/watch_online/dap00/JESUS/1_22564-jf6112-0-0
Nyole,,Uganda,https://mylanguage.net.au/watch_online/Nyo99/JESUS/1_14731-jf6112-0-0
Nyungwe,,Mozambique,https://mylanguage.net.au/watch_online/nyu00/JESUS/1_8523-jf6112-0-0
Nzakara,,Central African Republic,https://mylanguage.net.au/watch_online/Nza99/JESUS/
Nzema,,Ghana,https://mylanguage.net.au/watch_online/nze00/JESUS/1_5213-jf6112-0-0
Obo Manobo,,Philippines,https://mylanguage.net.au/watch_online/Obo99/JESUS/1_53403-jf6112-0-0
Obolo,,Nigeria,https://mylanguage.net.au/watch_online/ann00/JESUS/1_10364-jf6112-0-0
Ogan,,Indonesia,https://mylanguage.net.au/watch_online/ogn00/JESUS/1_17760-jf6112-0-0
Ogea,,Papua New Guinea,https://mylanguage.net.au/watch_online/Oge99/JESUS/1_12186-jf6112-0-0
Ogoni,,Nigeria,https://mylanguage.net.au/watch_online/ogo00/JESUS/1_21236-jf6112-0-0
"Ojibwa, Western",,Canada,https://mylanguage.net.au/watch_online/oji00/JESUS/1_3001-jf6112-0-0
Okrika,,Nigeria,https://mylanguage.net.au/watch_online/okr00/JESUS/1_9346-jf6112-0-0
Omi,,DRCongo,https://mylanguage.net.au/watch_online/omi00/JESUS/1_15220-jf6112-0-0
"Oriya, Adivasi",,India,https://mylanguage.net.au/watch_online/ory00/JESUS/1_5983-jf6112-0-0
"Oromo, Borana-Arsi-Guji",,Ethiopia,https://mylanguage.net.au/watch_online/gax03/JESUS/1_4700-jf6112-0-0
"Oromo, West-Central",,Ethiopia,https://mylanguage.net.au/watch_online/gax00/JESUS/
Osetin,,Georgia,https://mylanguage.net.au/watch_online/ose00/JESUS/1_5089-jf6112-0-0
Otetela,,DRCongo,https://mylanguage.net.au/watch_online/tel00/JESUS/1_20965-jf6112-0-0
"Otomi, Eastern",,Mexico,https://mylanguage.net.au/watch_online/otm00/JESUS/1_8156-jf6112-0-0
"Otomi, Mezquital",,Mexico,https://mylanguage.net.au/watch_online/otm00/JESUS/1_8158-jf6112-0-0
"Otomi, Western",,Mexico,https://mylanguage.net.au/watch_online/otm00/JESUS/1_8154-jf6112-0-0
Otuho (Lotuko),,South Sudan,https://mylanguage.net.au/watch_online/Otu99/JESUS/
Paez,,Colombia,https://mylanguage.net.au/watch_online/pbb00/JESUS/1_4181-jf6112-0-0
Pak Pak Dairi,,Indonesia,https://mylanguage.net.au/watch_online/btd00/JESUS/1_21637-jf6112-0-0
Palauan,,Palau,https://mylanguage.net.au/watch_online/plu00/JESUS/1_10589-jf6112-0-0
"Palaung, Pale",,Myanmar,https://mylanguage.net.au/watch_online/pce00/JESUS/1_3957-jf6112-0-0
"Palaung, Rumai",,Myanmar,https://mylanguage.net.au/watch_online/pce00/JESUS/1_3936-jf6112-0-0
Palembang,,Indonesia,https://mylanguage.net.au/watch_online/plm00/JESUS/1_17774-jf6112-0-0
"Pame, Central",,Mexico,https://mylanguage.net.au/watch_online/pbs00/JESUS/1_8145-jf6112-0-0
Panare,,Venezuela,https://mylanguage.net.au/watch_online/Pan99/JESUS/1_15088-jf6112-0-0
Pangasinan,,Philippines,https://mylanguage.net.au/watch_online/png00/JESUS/1_12606-jf6112-0-0
Panjabi,پنجابی,Pakistan,https://mylanguage.net.au/watch_online/pnb00/JESUS/1_5949-jf6112-0-0
Pa'O,,Myanmar,https://mylanguage.net.au/watch_online/blk00/JESUS/
Papel,,Guinea-Bissau,https://mylanguage.net.au/watch_online/pbo00/JESUS/1_5446-jf6112-0-0
Papiamentu,,Caribbean Netherlands,https://mylanguage.net.au/watch_online/pae00/JESUS/1_9131-jf6112-0-0
Paranan,,Philippines,https://mylanguage.net.au/watch_online/Par99/JESUS/1_12518-jf6112-0-0
Parecis,,Brazil,https://mylanguage.net.au/watch_online/Par98/JESUS/1_1794-jf6112-0-0
"Pashto, Eastern Afghan",,Afghanistan,https://mylanguage.net.au/watch_online/pea21
"Pashto, Northern",,Afghanistan,https://mylanguage.net.au/watch_online/pbu00/JESUS/1_374-jf6112-0-0
"Pashto, Northern",,Pakistan,https://mylanguage.net.au/watch_online/pbu00/JESUS/1_374-jf6112-0-0
"Pashto, Southern",,Pakistan,https://mylanguage.net.au/watch_online/pbt21
"Pashto, Yusufzai (Northern)",,Pakistan,https://www.jesusfilm.org/watch/jesus.html/sermon-on-the-mount/pashto-yusufzai.html
Peve,,Cameroon,https://mylanguage.net.au/watch_online/Pev99/JESUS/1_2561-jf6112-0-0
Phende,,DRCongo,https://mylanguage.net.au/watch_online/pem00/JESUS/1_15213-jf6112-0-0
Piaroa,,Venezuela,https://mylanguage.net.au/watch_online/Pia99/JESUS/1_4178-jf6112-0-0
"Pidgin, Cameroon",,Cameroon,https://mylanguage.net.au/watch_online/wes00/JESUS/1_2261-jf6112-0-0
Pijin,,Solomon Islands,https://mylanguage.net.au/watch_online/pis00/JESUS/1_13316-jf6112-0-0
Pipero,,Nigeria,https://mylanguage.net.au/watch_online/Pip99/JESUS/1_51689-jf6112-0-0
Plautdietsch,,Canada,https://mylanguage.net.au/watch_online/grn00/JESUS/1_1278-jf6112-0-0
Pohnpeian,,Micronesia,https://mylanguage.net.au/watch_online/pnf00/JESUS/1_20880-jf6112-0-0
Poke,,DRCongo,https://mylanguage.net.au/watch_online/pof00/JESUS/1_15210-jf6112-0-0
"Pokomchi, Eastern",,Guatemala,https://mylanguage.net.au/watch_online/Pok99/JESUS/1_5402-jf6112-0-0
"Pokomo, Lower",,Kenya,https://mylanguage.net.au/watch_online/poj00/JESUS/1_7248-jf6112-0-0
Pokoot,,Kenya,https://mylanguage.net.au/watch_online/pko00/JESUS/1_7251-jf6112-0-0
Polish,Polski,_TOP,https://nextstep.is/1fDIJoLs
Polish,Polski,Poland,https://nextstep.is/1fDIJoLs
"Popoloca, San Felipe Otlaltepec",,Mexico,https://mylanguage.net.au/watch_online/pow00/JESUS/1_8130-jf-0-0
"Popoloca, San Juan Atzingo",,Mexico,https://mylanguage.net.au/watch_online/pow00/JESUS/1_8134-jf6112-0-0
"Popoloca, San Luis Temalacayuca",,Mexico,https://mylanguage.net.au/watch_online/pow00/JESUS/1_101096-jf6112-0-0
"Portuguese, Brazil",Português brasileiro,_TOP,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Angola,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Brazil,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Cape Verde,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,East Timor,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Equatorial Guinea3,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Guinea-Bissau,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Macau,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,Mozambique,https://nextstep.is/5kT1wJIb
"Portuguese, Brazil",Português brasileiro,São Tomé and Príncipe,https://nextstep.is/5kT1wJIb
"Portuguese, Portugal",,Angola,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Cape Verde,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,East Timor,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Equatorial Guinea3,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Guinea-Bissau,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Macau,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Mozambique,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,Portugal,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
"Portuguese, Portugal",,São Tomé and Príncipe,https://mylanguage.net.au/watch_online/por05/JESUS/1_21064-jf6112-0-0
Punjabi,ਪੰਜਾਬੀ,India,https://mylanguage.net.au/watch_online/pnj00/JESUS/1_46771-jf6112-0-0
Punjabi,پن٘جابی,Pakistan,https://mylanguage.net.au/watch_online/pnb00/JESUS/1_5949-jf6112-0-0
Punjabi (Indian),ਪੰਜਾਬੀ,_TOP,https://mylanguage.net.au/watch_online/pnj00/JESUS/1_46771-jf6112-0-0
Punjabi (Pakistan),پن٘جابی,_TOP,https://mylanguage.net.au/watch_online/pnb00/JESUS/1_5949-jf6112-0-0
Punu,,Gabon,https://mylanguage.net.au/watch_online/puu00/JESUS/1_4310-jf6112-0-0
Purepecha,,Mexico,https://mylanguage.net.au/watch_online/tsz00/JESUS/1_8075-jf6112-0-0
"Quechua, Ancash, Conchucos, Northern",,Peru,https://mylanguage.net.au/watch_online/qed00/JESUS/1_12449-jf6112-0-0
"Quechua, Ancash, Huaylas",,Peru,https://mylanguage.net.au/watch_online/qed00/JESUS/1_12461-jf6112-0-0
"Quechua, Ayacucho",,Peru,https://mylanguage.net.au/watch_online/qed00/JESUS/1_12402-jf6112-0-0
"Quechua, Cuzco",,Peru,https://mylanguage.net.au/watch_online/qed00/JESUS/1_12399-jf6112-0-0
"Quechua, Eastern Apurimac",,Peru,https://mylanguage.net.au/watch_online/qed00/JESUS/1_27039-jf6112-0-0
"Quechua, North Bolivian",,Bolivia,https://mylanguage.net.au/watch_online/qed00/JESUS/1_1428-jf6112-0-0
"Quechua, South Bolivian",,Bolivia,https://mylanguage.net.au/watch_online/qed00/JESUS/1_633-jf6112-0-0
"Quichua, Highland, Chimborazo",,Ecuador,https://mylanguage.net.au/watch_online/qed00/JESUS/1_4481-jf6112-0-0
"Rai, Bantawa",,Nepal,https://mylanguage.net.au/watch_online/bap00/JESUS/1_24043-jf6112-0-0
"Rajbangsi, India",,India,https://mylanguage.net.au/watch_online/rjb00/JESUS/1_23226-jf6112-0-0
Rakhine,,Myanmar,https://mylanguage.net.au/watch_online/mhv00/JESUS/1_20548-jf6112-0-0
Rawang,,Myanmar,https://mylanguage.net.au/watch_online/raw00/JESUS/1_5930-jf6112-0-0
Rejang,,Indonesia,https://mylanguage.net.au/watch_online/rej00/JESUS/1_17769-jf6112-0-0
Rendille,,Kenya,https://mylanguage.net.au/watch_online/Ren99/JESUS/
Reshe,,Nigeria,https://mylanguage.net.au/watch_online/Res99/JESUS/1_10048-jf6112-0-0
Reunion Creole French,,Reunion,https://mylanguage.net.au/watch_online/rcf00/JESUS/1_12923-jf6112-0-0
Rigwe,,Nigeria,https://mylanguage.net.au/watch_online/Rig99/JESUS/1_44748-jf6112-0-0
"Romani, Balkan",,Romania,https://mylanguage.net.au/watch_online/rmn00/JESUS/1_1953-jf6112-0-0
"Romani, Caldarasi",,Romania,https://mylanguage.net.au/watch_online/rmn00/JESUS/1_22334-jf6112-0-0
"Romani, Carpathian",,Czech Republic,https://mylanguage.net.au/watch_online/rmn00/JESUS/1_4450-jf6112-0-0
"Romani, Kalderash, Western",,United Kingdom,https://mylanguage.net.au/watch_online/rmn00/JESUS/1_21027-jf6112-0-0
"Romani, Sinte",,Serbia,https://mylanguage.net.au/watch_online/rmn00/JESUS/1_1113-jf6112-0-0
Romanian,,Moldova,https://mylanguage.net.au/watch_online/rum00/JESUS/1_5546-jf6112-0-0
Romanian,,Romania,https://mylanguage.net.au/watch_online/rum00/JESUS/1_5546-jf6112-0-0
Romanian Sign Language,,Romania,https://mylanguage.net.au/watch_online/Rom98/JESUS/
Romblomanon,,Philippines,https://mylanguage.net.au/watch_online/rol00/JESUS/1_12602-jf6112-0-0
Ronga,,Mozambique,https://mylanguage.net.au/watch_online/ron00/JESUS/1_8520-jf6112-0-0
Rumu,,Papua New Guinea,https://mylanguage.net.au/watch_online/klq00/JESUS/1_11956-jf6112-0-0
Runyankole,,Uganda,https://mylanguage.net.au/watch_online/nyn00/JESUS/1_20859-jf6112-0-0
Runyoro,,Uganda,https://mylanguage.net.au/watch_online/nyr00/JESUS/1_20861-jf6112-0-0
Russian,Pусский,_TOP,https://nextstep.is/9VWPHve1
Russian,Pусский,Abkhazia,https://nextstep.is/9VWPHve1
Russian,Pусский,Armenia,https://nextstep.is/9VWPHve1
Russian,Pусский,Belarus,https://nextstep.is/9VWPHve1
Russian,Pусский,Kazakhstan,https://nextstep.is/9VWPHve1
Russian,Pусский,Kyrgyzstan,https://nextstep.is/9VWPHve1
Russian,Pусский,Moldova,https://nextstep.is/9VWPHve1
Russian,Pусский,Poland,https://nextstep.is/9VWPHve1
Russian,Pусский,Romania,https://nextstep.is/9VWPHve1
Russian,Pусский,Russia,https://nextstep.is/9VWPHve1
Russian,Pусский,South Ossetia,https://nextstep.is/9VWPHve1
Russian,Pусский,Tajikistan,https://nextstep.is/9VWPHve1
Russian,Pусский,Ukraine,https://nextstep.is/9VWPHve1
Russian,Pусский,Uzbekistan,https://nextstep.is/9VWPHve1
Ruund,,DRCongo,https://mylanguage.net.au/watch_online/rnd00/JESUS/1_583-jf6112-0-0
Sabaot,,Kenya,https://mylanguage.net.au/watch_online/spy00/JESUS/1_7227-jf6112-0-0
Sabu,,Indonesia,https://mylanguage.net.au/watch_online/hvn00/JESUS/1_17346-jf6112-0-0
Sadani,,India,https://mylanguage.net.au/watch_online/sck00/JESUS/1_20902-jf6112-0-0
Sakalava Besalampy,,Madagascar,https://mylanguage.net.au/watch_online/skg*1/JESUS/1_24120-jf6112-0-0
Sakata,,DRCongo,https://mylanguage.net.au/watch_online/sat00/JESUS/1_20196-jf6112-0-0
Sama Mum,,Nigeria,https://mylanguage.net.au/watch_online/sse00/JESUS/1_12588-jf6112-0-0
"Sama, Bangingi",,Philippines,https://mylanguage.net.au/watch_online/sse00/JESUS/1_24235-jf6112-0-0
"Sama, Central",,Philippines,https://mylanguage.net.au/watch_online/sse00/JESUS/1_12588-jf6112-0-0
"Sama, Southern",,Philippines,https://mylanguage.net.au/watch_online/sse00/JESUS/1_12595-jf6112-0-0
Samarkand-Tajik,,Uzbekistan,https://mylanguage.net.au/watch_online/Sam99/JESUS/1_24156-jf6112-0-0
Samburu,,Kenya,https://mylanguage.net.au/watch_online/Sam98/JESUS/
Samo,,Burkina Faso,https://mylanguage.net.au/watch_online/sbd00/JESUS/1_2018-jf6112-0-0
Samoan,,Samoa,https://mylanguage.net.au/watch_online/smy00/JESUS/1_530-jf6112-0-0
San Andres Islander Creole,,Colombia,https://mylanguage.net.au/watch_online/Isl99/JESUS/1_24115-jf6112-0-0
Sangihe,,Indonesia,https://mylanguage.net.au/watch_online/san00/JESUS/1_20908-jf6112-0-0
Sangil,,Philippines,https://mylanguage.net.au/watch_online/San99/JESUS/1_12585-jf6112-0-0
Sango,,Central African Republic,https://mylanguage.net.au/watch_online/saj00/JESUS/1_3156-jf6112-0-0
Santali,,India,https://mylanguage.net.au/watch_online/snt00/JESUS/1_24249-jf6112-0-0
Sanuma,,Venezuela,https://mylanguage.net.au/watch_online/xsu00/JESUS/1_1720-jf6112-0-0
Sara,,Chad,https://mylanguage.net.au/watch_online/mwm00/JESUS/1_22640-jf6112-0-0
Saraiki,,Pakistan,https://mylanguage.net.au/watch_online/skr00/JESUS/1_5907-jf6112-0-0
Saramaccan,,Suriname,https://mylanguage.net.au/watch_online/srm00/JESUS/1_18715-jf6112-0-0
Sasak,,Indonesia,https://mylanguage.net.au/watch_online/sas00/JESUS/1_17249-jf6112-0-0
